Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks
Y56,R1H,BARTS HEALTH NHS TRUST,C_100,General Surgery Service,"3,035","1,562",51.50%,16.9,52.1,244,5,75
Y56,R1H,BARTS HEALTH NHS TRUST,C_101,Urology Service,"6,179","2,915",47.20%,19.5,51.3,474,9,143
Y56,R1H,BARTS HEALTH NHS TRUST,C_110,Trauma and Orthopaedic Service,"7,707","4,073",52.80%,16,48,439,10,107
Y56,R1H,BARTS HEALTH NHS TRUST,C_120,Ear Nose and Throat Service,"6,990","3,194",45.70%,21.2,58.9,882,44,282
Y56,R1H,BARTS HEALTH NHS TRUST,C_130,Ophthalmology Service,"4,968","3,043",61.30%,12.7,35.9,37,-,2
Y56,R1H,BARTS HEALTH NHS TRUST,C_140,Oral Surgery Service,"7,282","2,913",40.00%,23.5,58.1,897,51,252
Y56,R1H,BARTS HEALTH NHS TRUST,C_150,Neurosurgical Service,"1,262",568,45.00%,19.5,50,84,4,19
Y56,R1H,BARTS HEALTH NHS TRUST,C_160,Plastic Surgery Service,"1,191",559,46.90%,19.9,49.7,88,1,20
Y56,R1H,BARTS HEALTH NHS TRUST,C_170,Cardiothoracic Surgery Service,5,4,80.00%,-,-,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_300,General Internal Medicine Service,20,11,55.00%,13.5,47.2,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_301,Gastroenterology Service,"8,330","4,526",54.30%,15.6,43.7,249,-,53
Y56,R1H,BARTS HEALTH NHS TRUST,C_320,Cardiology Service,"9,529","6,088",63.90%,12.1,34.1,33,-,2
Y56,R1H,BARTS HEALTH NHS TRUST,C_330,Dermatology Service,"6,557","3,133",47.80%,19.4,49.4,381,5,26
Y56,R1H,BARTS HEALTH NHS TRUST,C_340,Respiratory Medicine Service,"5,325","2,965",55.70%,15.6,46,269,2,38
Y56,R1H,BARTS HEALTH NHS TRUST,C_400,Neurology Service,"2,285","1,171",51.20%,17.2,42.7,66,1,9
Y56,R1H,BARTS HEALTH NHS TRUST,C_410,Rheumatology Service,"1,043",895,85.80%,6.8,25.4,7,-,2
Y56,R1H,BARTS HEALTH NHS TRUST,C_430,Elderly Medicine Service,219,166,75.80%,6.8,32.2,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_502,Gynaecology Service,"10,283","5,229",50.90%,17.1,48.2,599,9,187
Y56,R1H,BARTS HEALTH NHS TRUST,X02,Other - Medical Services,"17,417","10,319",59.20%,13.2,39.6,289,5,39
Y56,R1H,BARTS HEALTH NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,X04,Other - Paediatric Services,"8,824","4,460",50.50%,17.4,51.9,700,16,171
Y56,R1H,BARTS HEALTH NHS TRUST,X05,Other - Surgical Services,"13,106","7,577",57.80%,13.7,47.1,679,29,187
Y56,R1H,BARTS HEALTH NHS TRUST,X06,Other - Other Services,772,498,64.50%,7.9,47.3,51,-,14
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery Service,"2,797","1,521",54.40%,15.7,48.1,170,5,31
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology Service,"4,303","2,042",47.50%,19.6,45.1,128,1,10
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma and Orthopaedic Service,"8,121","2,915",35.90%,25,50,536,3,129
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,Ear Nose and Throat Service,"9,492","4,153",43.80%,21.2,57,"1,059",49,316
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_130,Ophthalmology Service,"2,341","1,296",55.40%,15,41.1,39,-,2
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_140,Oral Surgery Service,"9,101","3,530",38.80%,23.3,54,843,17,253
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_160,Plastic Surgery Service,47,35,74.50%,10.5,34.2,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_300,General Internal Medicine Service,20,6,30.00%,29,38.4,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,Gastroenterology Service,"9,859","5,465",55.40%,15.1,41.1,206,1,9
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_320,Cardiology Service,"9,504","5,044",53.10%,16.7,40.7,79,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_330,Dermatology Service,"6,291","2,584",41.10%,21.9,44.5,143,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_340,Respiratory Medicine Service,"3,932","2,172",55.20%,15.4,40.1,13,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_400,Neurology Service,"3,949","1,429",36.20%,24.6,43.3,6,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_410,Rheumatology Service,835,646,77.40%,7.5,25.7,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_430,Elderly Medicine Service,76,69,90.80%,2.7,41.9,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_502,Gynaecology Service,"6,912","3,484",50.40%,17.7,46.9,385,4,81
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X02,Other - Medical Services,"11,957","6,710",56.10%,15.3,40.5,103,-,5
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X03,Other - Mental Health Services,3,2,66.70%,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X04,Other - Paediatric Services,"3,675","2,147",58.40%,14.3,35.6,16,-,1
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X05,Other - Surgical Services,"9,235","4,645",50.30%,17.8,46.3,464,14,133
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X06,Other - Other Services,580,431,74.30%,6.7,32.2,1,-,-
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,862",684,36.70%,24,60.3,261,2,77
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_101,Urology Service,"7,879","3,374",42.80%,21.8,61,"1,371",8,379
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"5,401","3,123",57.80%,13.8,44.4,241,10,74
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"10,546","5,657",53.60%,15.5,55.1,"1,009",13,323
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"4,837","3,508",72.50%,9.6,32.9,53,-,8
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_140,Oral Surgery Service,3,1,33.30%,-,-,-,-,-
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_150,Neurosurgical Service,1,1,100.00%,-,-,-,-,-
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,"3,128","1,520",48.60%,19.3,56.4,332,9,107
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,10,10,100.00%,-,-,-,-,-
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,101,64,63.40%,7.8,44,4,-,-
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"4,114","2,646",64.30%,11.6,38.7,68,-,9
