Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks
Y56,R1H,BARTS HEALTH NHS TRUST,C_100,General Surgery Service,"3,630","2,097",57.80%,13.9,49.4,207,2,72
Y56,R1H,BARTS HEALTH NHS TRUST,C_101,Urology Service,"5,502","2,798",50.90%,17.6,48.3,277,-,59
Y56,R1H,BARTS HEALTH NHS TRUST,C_110,Trauma and Orthopaedic Service,"7,910","4,627",58.50%,14.6,46,317,4,63
Y56,R1H,BARTS HEALTH NHS TRUST,C_120,Ear Nose and Throat Service,"6,717","3,028",45.10%,20,54.3,673,9,166
Y56,R1H,BARTS HEALTH NHS TRUST,C_130,Ophthalmology Service,"5,042","3,109",61.70%,13.8,39,47,-,3
Y56,R1H,BARTS HEALTH NHS TRUST,C_140,Oral Surgery Service,"6,797","3,039",44.70%,20.5,52,545,39,176
Y56,R1H,BARTS HEALTH NHS TRUST,C_150,Neurosurgical Service,"1,193",645,54.10%,16.9,43.5,38,1,3
Y56,R1H,BARTS HEALTH NHS TRUST,C_160,Plastic Surgery Service,"1,018",502,49.30%,18.3,48.3,39,-,5
Y56,R1H,BARTS HEALTH NHS TRUST,C_170,Cardiothoracic Surgery Service,6,6,100.00%,-,-,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_300,General Internal Medicine Service,22,21,95.50%,6,17.2,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_301,Gastroenterology Service,"7,748","3,652",47.10%,19.3,46.5,299,-,20
Y56,R1H,BARTS HEALTH NHS TRUST,C_320,Cardiology Service,"9,827","6,161",62.70%,12.5,36.8,29,1,1
Y56,R1H,BARTS HEALTH NHS TRUST,C_330,Dermatology Service,"6,948","3,531",50.80%,17.6,50,379,-,8
Y56,R1H,BARTS HEALTH NHS TRUST,C_340,Respiratory Medicine Service,"6,189","3,387",54.70%,16.1,41.3,131,-,7
Y56,R1H,BARTS HEALTH NHS TRUST,C_400,Neurology Service,"2,592","1,248",48.10%,18.8,44.6,70,-,2
Y56,R1H,BARTS HEALTH NHS TRUST,C_410,Rheumatology Service,"1,264","1,052",83.20%,8.5,25.7,12,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_430,Elderly Medicine Service,434,359,82.70%,8.3,26.5,1,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_502,Gynaecology Service,"11,435","6,147",53.80%,16.2,47.4,580,13,167
Y56,R1H,BARTS HEALTH NHS TRUST,X02,Other - Medical Services,"18,718","11,211",59.90%,13.7,43.7,491,1,27
Y56,R1H,BARTS HEALTH NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,X04,Other - Paediatric Services,"9,509","5,145",54.10%,16.1,50.7,679,21,189
Y56,R1H,BARTS HEALTH NHS TRUST,X05,Other - Surgical Services,"14,344","8,539",59.50%,13.9,45.5,560,9,123
Y56,R1H,BARTS HEALTH NHS TRUST,X06,Other - Other Services,811,594,73.20%,8.8,40.5,27,-,1
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery Service,"2,597","1,362",52.40%,16.8,47.9,142,-,26
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology Service,"4,118","1,808",43.90%,20.9,45.4,131,-,10
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma and Orthopaedic Service,"8,541","3,266",38.20%,24.9,55.5,935,13,208
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,Ear Nose and Throat Service,"8,557","3,135",36.60%,23.3,55.2,840,13,242
