Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks
Y56,R1H,BARTS HEALTH NHS TRUST,C_100,General Surgery Service,"3,361","1,648",49.00%,18.6,52.7,280,13,90
Y56,R1H,BARTS HEALTH NHS TRUST,C_101,Urology Service,"6,076","2,832",46.60%,20.2,54,532,11,170
Y56,R1H,BARTS HEALTH NHS TRUST,C_110,Trauma and Orthopaedic Service,"7,354","3,891",52.90%,16.5,49,453,29,193
Y56,R1H,BARTS HEALTH NHS TRUST,C_120,Ear Nose and Throat Service,"6,220","2,979",47.90%,18.9,53.2,517,50,214
Y56,R1H,BARTS HEALTH NHS TRUST,C_130,Ophthalmology Service,"5,116","3,163",61.80%,13.2,37.9,35,-,5
Y56,R1H,BARTS HEALTH NHS TRUST,C_140,Oral Surgery Service,"7,222","2,745",38.00%,25.2,58.7,871,71,321
Y56,R1H,BARTS HEALTH NHS TRUST,C_150,Neurosurgical Service,"1,237",690,55.80%,14.9,49.5,79,9,33
Y56,R1H,BARTS HEALTH NHS TRUST,C_160,Plastic Surgery Service,"1,344",575,42.80%,22.1,50.6,99,8,34
Y56,R1H,BARTS HEALTH NHS TRUST,C_170,Cardiothoracic Surgery Service,39,17,43.60%,19.8,42.3,1,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_300,General Internal Medicine Service,19,9,47.40%,-,-,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_301,Gastroenterology Service,"7,742","3,811",49.20%,18.4,44.4,376,3,102
Y56,R1H,BARTS HEALTH NHS TRUST,C_320,Cardiology Service,"8,676","5,612",64.70%,12.7,34.2,25,3,6
Y56,R1H,BARTS HEALTH NHS TRUST,C_330,Dermatology Service,"6,270","2,774",44.20%,20.7,65.8,883,56,565
Y56,R1H,BARTS HEALTH NHS TRUST,C_340,Respiratory Medicine Service,"4,601","2,281",49.60%,18.3,50.8,330,20,103
Y56,R1H,BARTS HEALTH NHS TRUST,C_400,Neurology Service,"2,011","1,104",54.90%,16.3,38.3,32,2,10
Y56,R1H,BARTS HEALTH NHS TRUST,C_410,Rheumatology Service,813,665,81.80%,7.9,25.2,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_430,Elderly Medicine Service,175,149,85.10%,8.7,21,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_502,Gynaecology Service,"10,676","5,003",46.90%,19.8,49.5,678,13,201
Y56,R1H,BARTS HEALTH NHS TRUST,X02,Other - Medical Services,"15,989","10,390",65.00%,12.5,35.3,259,8,82
Y56,R1H,BARTS HEALTH NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,X04,Other - Paediatric Services,"9,252","4,484",48.50%,19,49.4,537,23,136
Y56,R1H,BARTS HEALTH NHS TRUST,X05,Other - Surgical Services,"13,997","7,640",54.60%,15.4,47.9,836,60,352
Y56,R1H,BARTS HEALTH NHS TRUST,X06,Other - Other Services,809,504,62.30%,10.3,46.8,31,-,11
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery Service,"3,089","1,460",47.30%,19.2,46,138,2,31
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology Service,"3,697","1,795",48.60%,18.6,41.3,55,-,8
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma and Orthopaedic Service,"7,296","3,179",43.60%,20.4,48,403,13,105
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,Ear Nose and Throat Service,"9,244","3,098",33.50%,25.9,61.7,"1,270",146,549
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_130,Ophthalmology Service,"1,931","1,087",56.30%,15.3,38.1,7,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_140,Oral Surgery Service,"9,486","3,130",33.00%,26.7,53.6,835,8,152
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_160,Plastic Surgery Service,14,9,64.30%,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_300,General Internal Medicine Service,58,48,82.80%,12,21.7,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,Gastroenterology Service,"7,831","4,437",56.70%,15.7,39.3,63,-,5
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_320,Cardiology Service,"6,966","4,256",61.10%,13.8,36.4,7,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_330,Dermatology Service,"5,259","2,130",40.50%,21.6,41.8,3,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_340,Respiratory Medicine Service,"3,143","1,735",55.20%,15.8,37.9,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_400,Neurology Service,"3,996","1,696",42.40%,21.1,41.4,2,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_410,Rheumatology Service,"1,050",854,81.30%,9.8,23.5,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_430,Elderly Medicine Service,41,41,100.00%,2.2,5.2,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_502,Gynaecology Service,"5,758","2,243",39.00%,22.8,57.8,636,23,228
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X02,Other - Medical Services,"12,243","7,936",64.80%,12.8,33.9,28,2,8
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X03,Other - Mental Health Services,15,14,93.30%,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X04,Other - Paediatric Services,"2,192","1,399",63.80%,13.6,31.9,2,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X05,Other - Surgical Services,"9,266","4,786",51.70%,17.3,47.3,592,23,211
