Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks
Y56,R1H,BARTS HEALTH NHS TRUST,C_100,General Surgery Service,"3,497","1,623",46.40%,20.2,52.6,294,13,65
Y56,R1H,BARTS HEALTH NHS TRUST,C_101,Urology Service,"6,547","2,669",40.80%,23.1,51.6,510,10,116
Y56,R1H,BARTS HEALTH NHS TRUST,C_110,Trauma and Orthopaedic Service,"7,445","3,647",49.00%,18.5,55.4,794,23,204
Y56,R1H,BARTS HEALTH NHS TRUST,C_120,Ear Nose and Throat Service,"5,516","2,812",51.00%,17.6,55.9,584,34,189
Y56,R1H,BARTS HEALTH NHS TRUST,C_130,Ophthalmology Service,"5,356","3,373",63.00%,13.1,38.4,39,1,8
Y56,R1H,BARTS HEALTH NHS TRUST,C_140,Oral Surgery Service,"6,755","2,882",42.70%,21.1,53.8,642,31,140
Y56,R1H,BARTS HEALTH NHS TRUST,C_150,Neurosurgical Service,"1,484",727,49.00%,18.4,50.2,104,2,42
Y56,R1H,BARTS HEALTH NHS TRUST,C_160,Plastic Surgery Service,"1,098",593,54.00%,16.4,48.5,75,-,14
Y56,R1H,BARTS HEALTH NHS TRUST,C_170,Cardiothoracic Surgery Service,"1,066",631,59.20%,13.4,40.9,11,-,2
Y56,R1H,BARTS HEALTH NHS TRUST,C_300,General Internal Medicine Service,35,17,48.60%,20.5,63.6,6,-,1
Y56,R1H,BARTS HEALTH NHS TRUST,C_301,Gastroenterology Service,"7,445","4,302",57.80%,14.4,45.5,360,1,54
Y56,R1H,BARTS HEALTH NHS TRUST,C_320,Cardiology Service,"8,248","5,679",68.90%,11.3,30.2,4,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_330,Dermatology Service,"9,349","3,569",38.20%,25.3,61.8,"1,569",9,509
Y56,R1H,BARTS HEALTH NHS TRUST,C_340,Respiratory Medicine Service,"5,286","2,404",45.50%,20.3,54.7,545,2,131
Y56,R1H,BARTS HEALTH NHS TRUST,C_400,Neurology Service,"2,258","1,272",56.30%,16,41.1,83,-,20
Y56,R1H,BARTS HEALTH NHS TRUST,C_410,Rheumatology Service,784,659,84.10%,5.6,25.3,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_430,Elderly Medicine Service,222,170,76.60%,6.3,29.7,6,-,5
Y56,R1H,BARTS HEALTH NHS TRUST,C_502,Gynaecology Service,"10,146","5,082",50.10%,18,47.1,593,22,168
Y56,R1H,BARTS HEALTH NHS TRUST,X02,Other - Medical Services,"14,391","9,271",64.40%,11.7,38.1,292,4,63
Y56,R1H,BARTS HEALTH NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,X04,Other - Paediatric Services,"9,514","4,984",52.40%,16.8,49.4,625,25,181
Y56,R1H,BARTS HEALTH NHS TRUST,X05,Other - Surgical Services,"12,932","6,872",53.10%,16.2,50.1,870,56,266
Y56,R1H,BARTS HEALTH NHS TRUST,X06,Other - Other Services,"1,659","1,206",72.70%,8.6,36.2,38,1,5
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery Service,"11,306","6,802",60.20%,13.7,43.1,368,1,42
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology Service,"3,118","2,160",69.30%,11.3,31.9,25,-,3
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma and Orthopaedic Service,"5,363","3,163",59.00%,14.2,40.4,94,-,4
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,Ear Nose and Throat Service,"11,658","4,205",36.10%,25.8,56.4,"1,511",4,220
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_130,Ophthalmology Service,"1,517","1,159",76.40%,8.6,26.2,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_140,Oral Surgery Service,"9,315","3,862",41.50%,21.3,43.6,246,-,18
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_160,Plastic Surgery Service,52,35,67.30%,10.5,40.9,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_300,General Internal Medicine Service,-,-,-,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,Gastroenterology Service,"4,720","2,993",63.40%,12.9,37.1,29,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_320,Cardiology Service,"3,607","2,471",68.50%,11.7,30.5,-,-,-
