Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks
Y56,R1H,BARTS HEALTH NHS TRUST,C_100,General Surgery Service,"3,888","2,145",55.20%,15.3,56.5,411,49,163
Y56,R1H,BARTS HEALTH NHS TRUST,C_101,Urology Service,"7,319","3,702",50.60%,17.7,53.3,635,56,229
Y56,R1H,BARTS HEALTH NHS TRUST,C_110,Trauma and Orthopaedic Service,"7,728","3,795",49.10%,18.5,57,842,132,365
Y56,R1H,BARTS HEALTH NHS TRUST,C_120,Ear Nose and Throat Service,"4,231","2,066",48.80%,18.6,59.5,555,102,243
Y56,R1H,BARTS HEALTH NHS TRUST,C_130,Ophthalmology Service,"4,827","3,097",64.20%,12.7,39.5,155,2,21
Y56,R1H,BARTS HEALTH NHS TRUST,C_140,Oral Surgery Service,"6,268","3,151",50.30%,17.9,50.2,416,38,129
Y56,R1H,BARTS HEALTH NHS TRUST,C_150,Neurosurgical Service,"1,584",866,54.70%,15.8,54.9,156,11,59
Y56,R1H,BARTS HEALTH NHS TRUST,C_160,Plastic Surgery Service,951,485,51.00%,17.6,53,85,8,36
Y56,R1H,BARTS HEALTH NHS TRUST,C_170,Cardiothoracic Surgery Service,905,606,67.00%,10,37.6,17,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_300,General Internal Medicine Service,43,16,37.20%,24.8,58.3,6,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_301,Gastroenterology Service,"5,752","3,551",61.70%,13.5,39.8,160,5,26
Y56,R1H,BARTS HEALTH NHS TRUST,C_320,Cardiology Service,"7,549","5,935",78.60%,8.3,27.2,3,-,1
Y56,R1H,BARTS HEALTH NHS TRUST,C_330,Dermatology Service,"7,547","3,811",50.50%,17.8,44,233,1,7
Y56,R1H,BARTS HEALTH NHS TRUST,C_340,Respiratory Medicine Service,"4,123","2,084",50.50%,17.7,49.3,258,40,81
Y56,R1H,BARTS HEALTH NHS TRUST,C_400,Neurology Service,"1,969","1,286",65.30%,12.7,32.8,15,1,4
Y56,R1H,BARTS HEALTH NHS TRUST,C_410,Rheumatology Service,725,642,88.60%,6.8,23.3,4,1,2
Y56,R1H,BARTS HEALTH NHS TRUST,C_430,Elderly Medicine Service,90,78,86.70%,6.6,21.6,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_502,Gynaecology Service,"8,713","4,277",49.10%,18.4,52.7,729,107,321
Y56,R1H,BARTS HEALTH NHS TRUST,X02,Other - Medical Services,"12,340","8,404",68.10%,10.5,37.2,270,9,47
Y56,R1H,BARTS HEALTH NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,X04,Other - Paediatric Services,"10,441","5,029",48.20%,18.9,51.4,781,43,256
Y56,R1H,BARTS HEALTH NHS TRUST,X05,Other - Surgical Services,"13,283","7,151",53.80%,15.8,54.1,"1,272",158,454
Y56,R1H,BARTS HEALTH NHS TRUST,X06,Other - Other Services,856,591,69.00%,8.4,38.2,26,3,8
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery Service,"10,555","6,799",64.40%,12.5,35.9,237,15,75
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology Service,"2,916","2,072",71.10%,11,31.2,19,1,2
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma and Orthopaedic Service,"4,557","2,832",62.10%,13.4,36.7,65,1,4
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,Ear Nose and Throat Service,"10,577","4,421",41.80%,21.8,44.8,334,-,11
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_130,Ophthalmology Service,"1,423","1,065",74.80%,9.3,30.3,10,-,1
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_140,Oral Surgery Service,"9,669","4,979",51.50%,17.3,37.8,121,-,10
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_160,Plastic Surgery Service,80,73,91.30%,6.4,18.6,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_300,General Internal Medicine Service,12,11,91.70%,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,Gastroenterology Service,"4,759","3,114",65.40%,12.9,29.3,5,1,1
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_320,Cardiology Service,"3,352","2,957",88.20%,6.8,21,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_330,Dermatology Service,"3,247","2,910",89.60%,8,20.2,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_340,Respiratory Medicine Service,"1,657","1,312",79.20%,9.2,23.2,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_400,Neurology Service,"2,681","1,556",58.00%,14.8,34,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_410,Rheumatology Service,834,780,93.50%,6.3,17.1,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_430,Elderly Medicine Service,34,34,100.00%,2,10.3,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_502,Gynaecology Service,"7,686","3,753",48.80%,18.7,51.6,599,44,226
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X02,Other - Medical Services,"7,082","5,647",79.70%,7.8,26.4,8,-,1
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X04,Other - Paediatric Services,888,668,75.20%,10.2,26.6,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X05,Other - Surgical Services,-,-,-,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X06,Other - Other Services,12,11,91.70%,-,-,-,-,-
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_100,General Surgery Service,"2,665","1,285",48.20%,18.8,49.3,177,5,33
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_101,Urology Service,"5,658","2,889",51.10%,17.4,49.3,343,2,43
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"3,832","1,958",51.10%,17.5,67.3,760,149,360
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"5,948","3,483",58.60%,14.5,45.1,328,5,85
