Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks
Y56,R1H,BARTS HEALTH NHS TRUST,C_100,General Surgery Service,"3,632",,,18.6,,467,57
Y56,R1H,BARTS HEALTH NHS TRUST,C_101,Urology Service,"7,386",,,19.9,,700,93
Y56,R1H,BARTS HEALTH NHS TRUST,C_110,Trauma and Orthopaedic Service,"7,489",,,18.1,,832,171
Y56,R1H,BARTS HEALTH NHS TRUST,C_120,Ear Nose and Throat Service,"4,299",,,21,,691,191
Y56,R1H,BARTS HEALTH NHS TRUST,C_130,Ophthalmology Service,"4,431",,,14.5,,133,4
Y56,R1H,BARTS HEALTH NHS TRUST,C_140,Oral Surgery Service,"6,025",,,18.2,,344,41
Y56,R1H,BARTS HEALTH NHS TRUST,C_150,Neurosurgical Service,"1,790",,,18.1,,100,9
Y56,R1H,BARTS HEALTH NHS TRUST,C_160,Plastic Surgery Service,928,,,19.7,,122,24
Y56,R1H,BARTS HEALTH NHS TRUST,C_170,Cardiothoracic Surgery Service,911,,,11.1,,21,4
Y56,R1H,BARTS HEALTH NHS TRUST,C_300,General Internal Medicine Service,54,,,22.5,,9,0
Y56,R1H,BARTS HEALTH NHS TRUST,C_301,Gastroenterology Service,"5,441",,,12.9,,190,17
Y56,R1H,BARTS HEALTH NHS TRUST,C_320,Cardiology Service,"6,803",,,10.8,,4,0
Y56,R1H,BARTS HEALTH NHS TRUST,C_330,Dermatology Service,"6,724",,,17.6,,72,3
Y56,R1H,BARTS HEALTH NHS TRUST,C_340,Respiratory Medicine Service,"4,708",,,18.5,,246,10
Y56,R1H,BARTS HEALTH NHS TRUST,C_400,Neurology Service,"1,634",,,10.8,,11,2
Y56,R1H,BARTS HEALTH NHS TRUST,C_410,Rheumatology Service,788,,,9,,16,0
Y56,R1H,BARTS HEALTH NHS TRUST,C_430,Elderly Medicine Service,98,,,4.1,,0,0
Y56,R1H,BARTS HEALTH NHS TRUST,C_502,Gynaecology Service,"8,971",,,15.2,,534,68
Y56,R1H,BARTS HEALTH NHS TRUST,X02,Other - Medical Services,"13,267",,,12.5,,344,18
Y56,R1H,BARTS HEALTH NHS TRUST,X03,Other - Mental Health Services, -   ,,,-,,0,0
Y56,R1H,BARTS HEALTH NHS TRUST,X04,Other - Paediatric Services,"10,865",,,17,,865,139
Y56,R1H,BARTS HEALTH NHS TRUST,X05,Other - Surgical Services,"13,592",,,18.6,,"1,379",217
Y56,R1H,BARTS HEALTH NHS TRUST,X06,Other - Other Services,"1,135",,,8.4,,75,15
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery Service,"9,773","6,788",69.50%,11.3,35.8,220,20
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology Service,"2,919","1,946",66.70%,11.8,36.8,42,0
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma and Orthopaedic Service,"4,261","2,877",67.50%,12.1,35.3,64,1
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,Ear Nose and Throat Service,"9,645","5,252",54.50%,16.3,39.8,134,4
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_130,Ophthalmology Service,"1,568","1,073",68.40%,10.8,35.7,21,0
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_140,Oral Surgery Service,"8,984","5,054",56.30%,16.5,38.9,92,4
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,0
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_160,Plastic Surgery Service,9,9,100.00%,-,-,0,0
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,0
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_300,General Internal Medicine Service,23,23,100.00%,5.8,11.6,0,0
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,Gastroenterology Service,"4,212","2,819",66.90%,13.4,28.8,6,0
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_320,Cardiology Service,"3,588","2,877",80.20%,9.2,23.3,0,0
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_330,Dermatology Service,"3,291","2,879",87.50%,6.8,21.4,2,0
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_340,Respiratory Medicine Service,"1,388","1,240",89.30%,8.8,19.7,0,0
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_400,Neurology Service,"2,772","1,441",52.00%,17.2,38.9,1,0
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_410,Rheumatology Service,838,813,97.00%,6,15.8,0,0
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_430,Elderly Medicine Service,49,48,98.00%,5.3,14.5,0,0
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_502,Gynaecology Service,"8,068","4,263",52.80%,16.7,49.4,524,35
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X02,Other - Medical Services,"6,713","5,399",80.40%,8.3,26.4,4,0
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X04,Other - Paediatric Services,836,661,79.10%,10.7,24.1,0,0
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X05,Other - Surgical Services, -   , -   , -   ,-,-,0,0
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X06,Other - Other Services,40,32,80.00%,7.2,21.4,0,0
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_100,General Surgery Service,"2,452","1,068",43.60%,21,48.9,144,3
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_101,Urology Service,"5,927","2,799",47.20%,19.2,52.3,487,36
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"4,174","1,704",40.80%,26,71.4,966,237
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"5,508","2,990",54.30%,15.3,58.8,743,71
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"4,951","3,073",62.10%,13.7,44.8,208,2
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_140,Oral Surgery Service,13,8,61.50%,-,-,0,0
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_150,Neurosurgical Service,3, -   , -   ,-,-,1,0
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,"2,004","1,099",54.80%,14.9,65.6,368,59
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,9,1,11.10%,-,-,0,0
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,136,55,40.40%,29.5,54.6,14,0
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"3,256","2,129",65.40%,12,39.5,67,7
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_320,Cardiology Service,"5,214","3,309",63.50%,12.6,36.1,27,0
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_330,Dermatology Service,"7,850","4,162",53.00%,16.7,53.5,705,39
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"3,353","2,071",61.80%,13.9,39.3,56,3
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_400,Neurology Service,"3,077","1,821",59.20%,14.9,35.3,4,0
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_410,Rheumatology Service,"1,607","1,292",80.40%,9.1,32.4,14,1
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,102,75,73.50%,8.9,39.4,1,0
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,C_502,Gynaecology Service,"5,607","3,163",56.40%,15.4,45.3,265,51
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,X02,Other - Medical Services,"15,473","9,614",62.10%,13.1,40.4,499,114
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,X03,Other - Mental Health Services,3,1,33.30%,-,-,0,0
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"3,843","2,235",58.20%,13.6,44.6,183,31
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,X05,Other - Surgical Services,"13,358","8,076",60.50%,13.6,44.8,606,43
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,X06,Other - Other Services,"3,141","1,660",52.80%,17.2,45.9,111,17
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_100,General Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_101,Urology Service,66,50,75.80%,7.5,34.7,2,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_110,Trauma and Orthopaedic Service,"5,368","4,017",74.80%,8.6,34.1,79,4
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_120,Ear Nose and Throat Service, -   , -   , -   ,-,-,0,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_130,Ophthalmology Service, -   , -   , -   ,-,-,0,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_140,Oral Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_160,Plastic Surgery Service,1,1,100.00%,-,-,0,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_300,General Internal Medicine Service, -   , -   , -   ,-,-,0,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_301,Gastroenterology Service,8,7,87.50%,-,-,0,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_320,Cardiology Service, -   , -   , -   ,-,-,0,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_330,Dermatology Service, -   , -   , -   ,-,-,0,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_340,Respiratory Medicine Service, -   , -   , -   ,-,-,0,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_400,Neurology Service, -   , -   , -   ,-,-,0,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_410,Rheumatology Service,244,135,55.30%,15.6,39.2,6,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_430,Elderly Medicine Service, -   , -   , -   ,-,-,0,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_502,Gynaecology Service, -   , -   , -   ,-,-,0,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,X02,Other - Medical Services,904,689,76.20%,10.3,31.5,20,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,X03,Other - Mental Health Services,6,6,100.00%,-,-,0,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,X04,Other - Paediatric Services,592,420,70.90%,9.4,33.2,7,1
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,X05,Other - Surgical Services, -   , -   , -   ,-,-,0,0
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,X06,Other - Other Services,73,68,93.20%,3.5,16.2,0,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_100,General Surgery Service,"2,237","1,309",58.50%,14.5,45.1,88,2
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_101,Urology Service,"1,643","1,155",70.30%,12,27.2,4,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_110,Trauma and Orthopaedic Service,"1,618","1,101",68.00%,10.7,34.8,9,1
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_120,Ear Nose and Throat Service, -   , -   , -   ,-,-,0,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_130,Ophthalmology Service,855,801,93.70%,5.9,15.9,2,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_140,Oral Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_160,Plastic Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_300,General Internal Medicine Service,629,580,92.20%,8.3,17.9,0,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_301,Gastroenterology Service,"1,823","1,355",74.30%,11.7,26.9,0,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_320,Cardiology Service,"1,454","1,187",81.60%,9.5,22.7,0,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_330,Dermatology Service,"1,359","1,099",80.90%,6.1,25.1,5,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_340,Respiratory Medicine Service,850,747,87.90%,8.5,21.1,2,1
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_400,Neurology Service,752,636,84.60%,9.8,20.6,0,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_410,Rheumatology Service,561,504,89.80%,8.2,19.2,0,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_430,Elderly Medicine Service,214,204,95.30%,7.2,17.1,0,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_502,Gynaecology Service,"1,699","1,356",79.80%,6.6,28.7,7,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X02,Other - Medical Services,877,779,88.80%,8.4,21.1,0,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X04,Other - Paediatric Services,380,293,77.10%,9.2,29.8,4,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X05,Other - Surgical Services,657,331,50.40%,17.8,34.9,6,0
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X06,Other - Other Services,813,593,72.90%,11.9,24,0,0
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,210",448,37.00%,22.1,43.8,54,4
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_101,Urology Service,"1,874",660,35.20%,23.4,46.4,95,5
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"4,035","1,984",49.20%,18.3,41.7,127,6
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"3,367",672,20.00%,31.4,55.7,406,3
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"1,942","1,035",53.30%,16.7,40.2,19,1
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"2,048",906,44.20%,21.1,42.8,52,4
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,0
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,6,4,66.70%,-,-,0,0
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,153,120,78.40%,9.9,26.2,0,0
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"1,220",810,66.40%,10.4,36.7,18,0
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology Service,"1,137",785,69.00%,11.2,31.6,4,0
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology Service,654,598,91.40%,4.8,19.1,2,0
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,757,480,63.40%,13.4,39.1,12,1
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology Service,985,283,28.70%,34.7,49.7,67,1
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology Service,"1,793",600,33.50%,25.8,64.8,346,48
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,113,88,77.90%,8.5,27,0,0
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology Service,"1,437","1,064",74.00%,10.1,29.8,8,0
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,"5,395","2,776",51.50%,17.1,61.1,746,117
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X04,Other - Paediatric Services,763,457,59.90%,13.4,43,32,2
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,"1,439",723,50.20%,17.9,48.1,85,0
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X06,Other - Other Services,258,153,59.30%,13.7,32.4,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_100,General Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_101,Urology Service, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_130,Ophthalmology Service, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_140,Oral Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_160,Plastic Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_300,General Internal Medicine Service, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_301,Gastroenterology Service, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_320,Cardiology Service, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_330,Dermatology Service, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_400,Neurology Service, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_410,Rheumatology Service, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,72,72,100.00%,3,7.1,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_502,Gynaecology Service, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X02,Other - Medical Services, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"2,646","1,922",72.60%,9.6,37.5,50,6
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X05,Other - Surgical Services, -   , -   , -   ,-,-,0,0
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X06,Other - Other Services, -   , -   , -   ,-,-,0,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery Service,682,433,63.50%,14,33.7,3,1
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_101,Urology Service,"1,179","1,055",89.50%,6.8,20.1,1,1
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"1,675",981,58.60%,14.9,34.3,1,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"2,875","2,540",88.30%,9.1,21.4,14,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"3,664","3,023",82.50%,8.6,22.8,0,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"1,371",999,72.90%,10.7,27,0,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,334,281,84.10%,6.9,24.8,1,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,426,247,58.00%,15.1,31.8,0,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"2,227","1,541",69.20%,11.5,31.4,0,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology Service,981,507,51.70%,17.5,32.6,1,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology Service,"2,472","1,842",74.50%,10.5,25.6,1,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,536,406,75.70%,9.4,29.6,0,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology Service,642,545,84.90%,5.4,33.3,0,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology Service,646,639,98.90%,6.7,13.8,0,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,36,26,72.20%,11.5,21.7,0,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology Service,"3,442","2,730",79.30%,10.4,26.3,1,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X02,Other - Medical Services,553,540,97.60%,4.2,13.4,0,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"1,634","1,256",76.90%,10.5,30,1,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X05,Other - Surgical Services,"3,971","3,219",81.10%,9,26.3,9,0
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X06,Other - Other Services,59,30,50.80%,18,40.3,0,0
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_100,General Surgery Service,"4,876","2,410",49.40%,18.3,49.5,320,9
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_101,Urology Service,"4,385","2,688",61.30%,14,37.2,52,0
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_110,Trauma and Orthopaedic Service,"5,028","2,960",58.90%,14.2,41.3,147,8
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_120,Ear Nose and Throat Service,"4,037","2,291",56.80%,15.3,42.2,63,0
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_130,Ophthalmology Service,"4,729","3,203",67.70%,11.8,33.1,37,0
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_140,Oral Surgery Service,"1,653","1,084",65.60%,12.1,37.4,9,0
