Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks)
Y56,R1H,BARTS HEALTH NHS TRUST,C_100,General Surgery,"2,911",,,26.8,
Y56,R1H,BARTS HEALTH NHS TRUST,C_101,Urology,"4,262",,,21.8,
Y56,R1H,BARTS HEALTH NHS TRUST,C_110,Trauma & Orthopaedics,"8,408",,,27.7,
Y56,R1H,BARTS HEALTH NHS TRUST,C_120,"Ear, Nose & Throat (ENT)","6,565",,,26.3,
Y56,R1H,BARTS HEALTH NHS TRUST,C_130,Ophthalmology,"4,642",,,26.9,
Y56,R1H,BARTS HEALTH NHS TRUST,C_140,Oral Surgery,"2,716",,,27.5,
Y56,R1H,BARTS HEALTH NHS TRUST,C_150,Neurosurgery,782,,,22.1,
Y56,R1H,BARTS HEALTH NHS TRUST,C_160,Plastic Surgery,967,,,31.5,
Y56,R1H,BARTS HEALTH NHS TRUST,C_170,Cardiothoracic Surgery,636,,,10,
Y56,R1H,BARTS HEALTH NHS TRUST,C_300,General Medicine,47,,,8.3,
Y56,R1H,BARTS HEALTH NHS TRUST,C_301,Gastroenterology,"3,365",,,10.5,
Y56,R1H,BARTS HEALTH NHS TRUST,C_320,Cardiology,"4,830",,,14.5,
Y56,R1H,BARTS HEALTH NHS TRUST,C_330,Dermatology,"4,101",,,24.3,
Y56,R1H,BARTS HEALTH NHS TRUST,C_340,Thoracic Medicine,"2,568",,,17.8,
Y56,R1H,BARTS HEALTH NHS TRUST,C_400,Neurology,"1,145",,,10,
Y56,R1H,BARTS HEALTH NHS TRUST,C_410,Rheumatology,492,,,4.6,
Y56,R1H,BARTS HEALTH NHS TRUST,C_430,Geriatric Medicine,52,,,3.3,
Y56,R1H,BARTS HEALTH NHS TRUST,C_502,Gynaecology,"5,546",,,21.3,
Y56,R1H,BARTS HEALTH NHS TRUST,X01,Other,"24,663",,,24.9,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery,"6,345","3,320",52.30%,15.5,44.4
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology,"1,211","1,114",92.00%,5.4,18
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma & Orthopaedics,"2,068","1,119",54.10%,13.1,37.9
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,"Ear, Nose & Throat (ENT)","5,731","1,672",29.20%,29.9,50
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_130,Ophthalmology,965,523,54.20%,12.3,36.5
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_140,Oral Surgery,"1,940",804,41.40%,29.2,50.2
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_160,Plastic Surgery,7,1,14.30%,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_300,General Medicine,9,9,100.00%,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,Gastroenterology,"2,635","1,989",75.50%,7.7,29.1
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_320,Cardiology,"1,470","1,282",87.20%,6,26.2
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_330,Dermatology,"1,590","1,376",86.50%,5.6,25.5
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_340,Thoracic Medicine,643,528,82.10%,6.3,26.3
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_400,Neurology,751,670,89.20%,5.7,25.2
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_410,Rheumatology,286,284,99.30%,3.5,11.6
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_430,Geriatric Medicine,19,19,100.00%,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_502,Gynaecology,"4,085","1,650",40.40%,26.1,52+
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X01,Other,"4,788","3,597",75.10%,7,30
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_100,General Surgery, -   , -   , -   ,-,-
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_101,Urology,110,75,68.20%,10.7,35.1
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_110,Trauma & Orthopaedics,"4,479","2,182",48.70%,18.9,44.5
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_120,"Ear, Nose & Throat (ENT)", -   , -   , -   ,-,-
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_130,Ophthalmology, -   , -   , -   ,-,-
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_140,Oral Surgery, -   , -   , -   ,-,-
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_150,Neurosurgery,2,1,50.00%,-,-
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_160,Plastic Surgery, -   , -   , -   ,-,-
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_300,General Medicine, -   , -   , -   ,-,-
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_301,Gastroenterology,17,12,70.60%,-,-
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_320,Cardiology, -   , -   , -   ,-,-
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_330,Dermatology, -   , -   , -   ,-,-
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_340,Thoracic Medicine, -   , -   , -   ,-,-
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_400,Neurology,4,4,100.00%,-,-
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_410,Rheumatology,186,67,36.00%,25.9,40.8
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_430,Geriatric Medicine, -   , -   , -   ,-,-
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_502,Gynaecology, -   , -   , -   ,-,-
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,X01,Other,"1,247",663,53.20%,14.9,38.7
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_100,General Surgery,"1,103",819,74.30%,7,37.5
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_101,Urology,"1,216",810,66.60%,11.6,32.5
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_110,Trauma & Orthopaedics,753,477,63.30%,13.7,48.3
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_120,"Ear, Nose & Throat (ENT)", -   , -   , -   ,-,-
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_130,Ophthalmology,970,522,53.80%,15.6,33
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_140,Oral Surgery, -   , -   , -   ,-,-
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_160,Plastic Surgery, -   , -   , -   ,-,-
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-
