Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks)
Y56,R1H,BARTS HEALTH NHS TRUST,C_100,General Surgery,"2,642",,,8.6,
Y56,R1H,BARTS HEALTH NHS TRUST,C_101,Urology,"4,176",,,9.6,
Y56,R1H,BARTS HEALTH NHS TRUST,C_110,Trauma & Orthopaedics,"6,983",,,8.9,
Y56,R1H,BARTS HEALTH NHS TRUST,C_120,"Ear, Nose & Throat (ENT)","5,231",,,8.9,
Y56,R1H,BARTS HEALTH NHS TRUST,C_130,Ophthalmology,"4,876",,,8.3,
Y56,R1H,BARTS HEALTH NHS TRUST,C_140,Oral Surgery,"3,028",,,12.8,
Y56,R1H,BARTS HEALTH NHS TRUST,C_150,Neurosurgery,"1,166",,,11,
Y56,R1H,BARTS HEALTH NHS TRUST,C_160,Plastic Surgery,"1,042",,,11.6,
Y56,R1H,BARTS HEALTH NHS TRUST,C_170,Cardiothoracic Surgery,506,,,4.7,
Y56,R1H,BARTS HEALTH NHS TRUST,C_300,General Medicine,151,,,12.3,
Y56,R1H,BARTS HEALTH NHS TRUST,C_301,Gastroenterology,"3,583",,,8,
Y56,R1H,BARTS HEALTH NHS TRUST,C_320,Cardiology,"6,565",,,7.2,
Y56,R1H,BARTS HEALTH NHS TRUST,C_330,Dermatology,"3,263",,,8.7,
Y56,R1H,BARTS HEALTH NHS TRUST,C_340,Thoracic Medicine,"3,259",,,9.6,
Y56,R1H,BARTS HEALTH NHS TRUST,C_400,Neurology,"2,217",,,9.3,
Y56,R1H,BARTS HEALTH NHS TRUST,C_410,Rheumatology,"1,620",,,7,
Y56,R1H,BARTS HEALTH NHS TRUST,C_430,Geriatric Medicine,101,,,2.9,
Y56,R1H,BARTS HEALTH NHS TRUST,C_502,Gynaecology,"5,294",,,7.6,
Y56,R1H,BARTS HEALTH NHS TRUST,X01,Other,"29,544",,,8.6,
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery,"8,492","7,061",83.10%,8.7,24.2
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology,"3,168","2,823",89.10%,8.5,20.4
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma & Orthopaedics,"3,341","2,985",89.30%,8.1,19.5
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,"Ear, Nose & Throat (ENT)","6,021","4,209",69.90%,11.6,30.2
