Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks)
Y56,R1H,BARTS HEALTH NHS TRUST,C_100,General Surgery,"2,513","2,003",79.70%,8.5,27.6
Y56,R1H,BARTS HEALTH NHS TRUST,C_101,Urology,"4,053","3,273",80.80%,9.7,25.5
Y56,R1H,BARTS HEALTH NHS TRUST,C_110,Trauma & Orthopaedics,"6,727","5,445",80.90%,8.7,25.8
Y56,R1H,BARTS HEALTH NHS TRUST,C_120,"Ear, Nose & Throat (ENT)","5,223","4,339",83.10%,9.1,22.9
Y56,R1H,BARTS HEALTH NHS TRUST,C_130,Ophthalmology,"4,896","4,254",86.90%,8.1,21
Y56,R1H,BARTS HEALTH NHS TRUST,C_140,Oral Surgery,"3,996","2,465",61.70%,12.1,36.4
Y56,R1H,BARTS HEALTH NHS TRUST,C_150,Neurosurgery,"1,130",889,78.70%,10.2,25.5
Y56,R1H,BARTS HEALTH NHS TRUST,C_160,Plastic Surgery,951,666,70.00%,12.3,32.1
Y56,R1H,BARTS HEALTH NHS TRUST,C_170,Cardiothoracic Surgery,618,571,92.40%,5.9,17.7
Y56,R1H,BARTS HEALTH NHS TRUST,C_300,General Medicine,267,232,86.90%,9.2,21.7
Y56,R1H,BARTS HEALTH NHS TRUST,C_301,Gastroenterology,"3,786","3,213",84.90%,8.5,22.1
Y56,R1H,BARTS HEALTH NHS TRUST,C_320,Cardiology,"7,183","6,503",90.50%,7.7,18.9
Y56,R1H,BARTS HEALTH NHS TRUST,C_330,Dermatology,"3,384","3,031",89.60%,7.4,20.3
Y56,R1H,BARTS HEALTH NHS TRUST,C_340,Thoracic Medicine,"3,443","3,081",89.50%,8.8,19.8
Y56,R1H,BARTS HEALTH NHS TRUST,C_400,Neurology,"2,348","1,994",84.90%,9.4,22.8
Y56,R1H,BARTS HEALTH NHS TRUST,C_410,Rheumatology,"1,623","1,547",95.30%,5.6,15.8
Y56,R1H,BARTS HEALTH NHS TRUST,C_430,Geriatric Medicine,96,96,100.00%,2.8,8.7
Y56,R1H,BARTS HEALTH NHS TRUST,C_502,Gynaecology,"5,364","4,489",83.70%,8.5,23.8
Y56,R1H,BARTS HEALTH NHS TRUST,X01,Other,"30,778","26,024",84.60%,8.2,23.1
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery,"8,042","6,917",86.00%,7.8,22.1
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology,"2,982","2,652",88.90%,7.6,19.8
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma & Orthopaedics,"4,530","4,228",93.30%,5.6,17.2
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,"Ear, Nose & Throat (ENT)","6,137","4,269",69.60%,11.2,32.7
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_130,Ophthalmology,"1,024",943,92.10%,6.4,17.9
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_140,Oral Surgery,"5,826","4,302",73.80%,11.1,27.5
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_160,Plastic Surgery, -   , -   , -   ,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_300,General Medicine,22,22,100.00%,2.8,6.7
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,Gastroenterology,"2,368","2,152",90.90%,7.4,19
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_320,Cardiology,"2,503","2,320",92.70%,7.1,17.7
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_330,Dermatology,"3,040","2,812",92.50%,6.9,17.8
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_340,Thoracic Medicine,"1,265","1,151",91.00%,6.9,19.2
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_400,Neurology,"2,065","1,845",89.30%,8.7,19.9
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_410,Rheumatology,852,838,98.40%,5.1,12.9
